Trocha(mm),Peralte(mm),Distancia(m),Latitud,Longitud,Velocidad(km/h),HoraGPS
992.2, -43.39,674.503, No data,No data,0.0,00:00:00
993.4, -65.71,675.594, No data,No data,0.0,00:00:00
995.3, -96.70,676.705, No data,No data,0.0,00:00:00
996.5, -101.84,677.899, No data,No data,0.0,00:00:00
997.9, -11.59,679.074, No data,No data,0.0,00:00:00
1001.8, -11.65,680.200, No data,No data,0.0,00:00:00
1004.6, -60.83,681.286, No data,No data,0.0,00:00:00
1007.4, -139.60,682.392, No data,No data,0.0,00:00:00
1010.2, -73.62,683.525, No data,No data,0.0,00:00:00
1014.4, -79.60,684.697, No data,No data,0.0,00:00:00
1013.8, -71.04,685.933, No data,No data,0.0,00:00:00
1010.6, -7.07,687.023, No data,No data,0.0,00:00:00
1009.9, -45.51,688.108, No data,No data,0.0,00:00:00
1008.0, -33.76,689.134, No data,No data,0.0,00:00:00
1006.6, -40.47,689.980, No data,No data,0.0,00:00:00
1006.1, -104.50,690.901, No data,No data,0.0,00:00:00
1003.4, -42.96,691.765, No data,No data,0.0,00:00:00
1004.3, -68.69,692.639, No data,No data,0.0,00:00:00
1001.9, -95.09,693.582, No data,No data,0.0,00:00:00
1003.1, -0.06,694.578, No data,No data,0.0,00:00:00
1004.2, 19.25,695.512, No data,No data,0.0,00:00:00
1004.6, -29.70,696.354, No data,No data,0.0,00:00:00
1005.4, -45.11,697.155, No data,No data,0.0,00:00:00
1005.4, -16.21,698.030, No data,No data,0.0,00:00:00
1003.6, -4.93,698.872, No data,No data,0.0,00:00:00
1005.7, -36.30,699.917, No data,No data,0.0,00:00:00
1006.0, 2.00,700.927, No data,No data,0.0,00:00:00
1007.1, -43.69,702.001, No data,No data,0.0,00:00:00
1007.9, -26.23,703.133, No data,No data,0.0,00:00:00
1005.4, -48.49,703.850, No data,No data,0.0,00:00:00
1009.5, -43.80,704.823, No data,No data,0.0,00:00:00
1007.4, -110.65,705.782, No data,No data,0.0,00:00:00
1009.7, -13.47,706.826, No data,No data,0.0,00:00:00
1010.1, -27.05,707.856, No data,No data,0.0,00:00:00
1009.5, -77.15,708.914, No data,No data,0.0,00:00:00
1009.7, -41.92,709.976, No data,No data,0.0,00:00:00
1012.1, -78.10,711.020, No data,No data,0.0,00:00:00
1014.6, -55.39,711.989, -34.597739,-58.387423,1.4,12:02:11
1017.1, -56.09,712.668, No data,No data,0.0,00:00:00
1016.0, -67.22,713.748, -34.597739,-58.387419,0.0,12:02:12
1015.6, -35.93,714.907, No data,No data,0.0,00:00:00
1014.5, -26.42,715.805, -34.597739,-58.387415,0.0,12:02:13
1015.3, -6.55,716.795, No data,No data,0.0,00:00:00
1016.1, -39.17,717.831, -34.597743,-58.387412,0.0,12:02:14
1016.3, -10.55,718.829, No data,No data,0.0,00:00:00
1015.7, -4.29,719.919, -34.597743,-58.387408,0.0,12:02:15
1017.3, -9.42,721.014, No data,No data,0.0,00:00:00
1017.4, -46.62,722.052, -34.597747,-58.387408,0.0,12:02:16
1017.0, -17.20,723.083, No data,No data,0.0,00:00:00
1017.3, -69.58,724.101, -34.597751,-58.387404,0.0,12:02:17
1018.1, -13.04,725.182, No data,No data,0.0,00:00:00
1017.9, -12.28,726.290, -34.597751,-58.387400,0.0,12:02:18
1018.5, -11.34,727.413, No data,No data,0.0,00:00:00
1018.2, -57.30,728.458, -34.597751,-58.387396,0.0,12:02:19
1018.2, -38.11,729.596, No data,No data,0.0,00:00:00
1017.7, -34.87,730.649, -34.597755,-58.387393,0.0,12:02:20
1015.8, -17.93,731.677, No data,No data,0.0,00:00:00
1013.7, -24.70,732.637, -34.597755,-58.387389,0.0,12:02:21
1009.8, -29.30,733.694, No data,No data,0.0,00:00:00
1007.4, -15.12,734.652, No data,No data,0.0,00:00:00
1004.0, -33.24,735.653, No data,No data,0.0,00:00:00
1001.0, -32.01,736.678, No data,No data,0.0,00:00:00
999.8, -18.90,737.807, No data,No data,0.0,00:00:00
1004.0, -41.49,738.870, No data,No data,0.0,00:00:00
1008.1, -84.19,739.986, No data,No data,0.0,00:00:00
1008.1, -28.87,740.426, No data,No data,0.0,00:00:00
1007.8, -72.13,741.151, No data,No data,0.0,00:00:00
1010.3, -38.55,742.028, No data,No data,0.0,00:00:00
1009.6, -42.48,742.993, No data,No data,0.0,00:00:00
1010.9, -48.58,743.911, No data,No data,0.0,00:00:00
1010.6, -1.41,744.691, No data,No data,0.0,00:00:00
1009.0, -45.09,745.679, No data,No data,0.0,00:00:00
1008.1, -47.50,746.881, No data,No data,0.0,00:00:00
1009.2, -45.10,747.823, No data,No data,0.0,00:00:00
1010.0, -27.23,748.857, No data,No data,0.0,00:00:00
1013.2, -54.36,749.780, No data,No data,0.0,00:00:00
1015.2, -34.77,750.695, No data,No data,0.0,00:00:00
1016.3, -53.96,751.561, No data,No data,0.0,00:00:00
1017.9, -34.30,752.490, No data,No data,0.0,00:00:00
1018.5, -52.37,753.487, No data,No data,0.0,00:00:00
1019.0, -79.01,754.601, No data,No data,0.0,00:00:00
1019.3, -28.27,755.606, No data,No data,0.0,00:00:00
1020.0, -62.73,756.548, No data,No data,0.0,00:00:00
1020.5, -24.69,757.421, No data,No data,0.0,00:00:00
1020.1, -58.74,758.349, No data,No data,0.0,00:00:00
1020.7, -46.40,759.259, No data,No data,0.0,00:00:00
1022.1, -49.51,760.179, No data,No data,0.0,00:00:00
1023.4, -75.15,761.105, No data,No data,0.0,00:00:00
1023.1, -38.88,762.130, No data,No data,0.0,00:00:00
1022.5, -77.56,763.052, No data,No data,0.0,00:00:00
1021.8, -34.25,763.895, No data,No data,0.0,00:00:00
1021.5, -34.05,764.828, No data,No data,0.0,00:00:00
1021.3, -55.76,765.898, No data,No data,0.0,00:00:00
1022.1, -64.19,767.004, No data,No data,0.0,00:00:00
1022.4, -46.10,768.091, No data,No data,0.0,00:00:00
1023.0, -60.81,769.129, No data,No data,0.0,00:00:00
1024.3, -109.79,770.098, No data,No data,0.0,00:00:00
1025.3, -82.36,770.830, No data,No data,0.0,00:00:00
1023.7, -8.74,771.753, No data,No data,0.0,00:00:00
1025.3, -39.35,772.847, No data,No data,0.0,00:00:00
1028.1, -142.38,773.961, -34.597796,-58.387305,1.5,12:02:43
1027.0, -67.18,775.046, No data,No data,0.0,00:00:00
1026.7, -113.67,776.127, -34.597796,-58.387301,0.0,12:02:44
1025.8, -47.79,777.304, No data,No data,0.0,00:00:00
1024.4, -55.17,778.339, -34.597800,-58.387297,0.0,12:02:45
1022.5, -40.57,779.301, No data,No data,0.0,00:00:00
1020.5, -28.69,780.191, -34.597804,-58.387293,0.0,12:02:46
1019.8, -50.73,781.217, No data,No data,0.0,00:00:00
1016.9, -44.51,782.181, -34.597804,-58.387290,0.0,12:02:47
1017.5, -77.19,783.192, No data,No data,0.0,00:00:00
1016.3, -147.81,784.173, -34.597808,-58.387286,0.0,12:02:48
1015.7, -43.51,785.170, No data,No data,0.0,00:00:00
1014.1, -156.40,786.029, -34.597808,-58.387282,0.0,12:02:49
1015.2, -31.37,786.979, No data,No data,0.0,00:00:00
1015.5, -106.40,787.898, -34.597808,-58.387278,0.0,12:02:50
1016.1, -81.25,788.926, No data,No data,0.0,00:00:00
1016.4, -123.94,789.935, -34.597812,-58.387274,0.0,12:02:51
1018.2, -128.52,790.929, No data,No data,0.0,00:00:00
1021.1, -24.90,791.915, No data,No data,0.0,00:00:00
1022.9, -119.94,792.845, No data,No data,0.0,00:00:00
1024.3, -71.21,793.673, No data,No data,0.0,00:00:00
1023.7, -55.89,794.663, No data,No data,0.0,00:00:00
1024.0, -54.38,795.620, No data,No data,0.0,00:00:00
1025.5, -68.23,796.480, No data,No data,0.0,00:00:00
1025.8, -74.75,797.443, No data,No data,0.0,00:00:00
1024.8, -114.62,798.377, No data,No data,0.0,00:00:00
1025.6, -30.38,799.273, No data,No data,0.0,00:00:00
1015.7, -66.63,799.624, No data,No data,0.0,00:00:00
1001.4, 27.25,800.050, No data,No data,0.0,00:00:00
1001.3, 7.06,801.083, No data,No data,0.0,00:00:00
999.3, -16.09,802.095, No data,No data,0.0,00:00:00
1000.0, 4.44,803.020, No data,No data,0.0,00:00:00
1000.5, -18.92,803.790, -34.597831,-58.387244,0.9,12:03:02
1000.0, 9.48,804.700, No data,No data,0.0,00:00:00
1000.3, 5.00,805.601, -34.597831,-58.387240,0.0,12:03:03
1001.7, -1.55,806.574, No data,No data,0.0,00:00:00
1003.0, -28.90,807.450, -34.597835,-58.387236,0.0,12:03:04
1004.5, 11.38,808.272, No data,No data,0.0,00:00:00
1006.0, 12.51,809.085, -34.597835,-58.387232,0.0,12:03:05
1006.4, -3.64,810.025, No data,No data,0.0,00:00:00
1006.8, -5.52,810.964, -34.597835,-58.387229,0.0,12:03:06
1007.8, -9.11,811.959, No data,No data,0.0,00:00:00
1007.6, 8.95,812.845, -34.597838,-58.387225,0.0,12:03:07
1007.4, 2.56,813.696, No data,No data,0.0,00:00:00
1006.6, 5.00,814.572, -34.597838,-58.387225,0.0,12:03:08
1006.6, 1.43,815.484, No data,No data,0.0,00:00:00
1007.2, 24.36,816.269, -34.597842,-58.387221,0.0,12:03:09
1007.7, 4.81,816.957, No data,No data,0.0,00:00:00
1007.2, 10.26,817.347, -34.597842,-58.387217,0.0,12:03:10
1007.8, 11.21,817.675, No data,No data,0.0,00:00:00
1007.6, 18.35,817.966, -34.597842,-58.387217,0.0,12:03:11
1008.4, 7.82,818.306, No data,No data,0.0,00:00:00
1008.6, 12.53,818.627, -34.597846,-58.387213,0.0,12:03:12
1008.9, 10.84,819.065, No data,No data,0.0,00:00:00
1010.5, 8.39,819.483, -34.597846,-58.387213,0.0,12:03:13
1010.3, 10.28,819.959, No data,No data,0.0,00:00:00
1011.2, 4.25,820.437, -34.597846,-58.387213,0.0,12:03:14
1011.5, 8.02,821.040, No data,No data,0.0,00:00:00
1011.8, 7.64,821.601, -34.597850,-58.387213,0.0,12:03:15
1012.8, 11.05,822.177, No data,No data,0.0,00:00:00
1013.6, 12.19,822.728, -34.597850,-58.387209,0.0,12:03:16
1014.6, 16.74,823.465, No data,No data,0.0,00:00:00
1017.1, 16.95,824.047, -34.597850,-58.387209,0.0,12:03:17
1017.4, -11.13,824.749, No data,No data,0.0,00:00:00
1019.7, -97.13,825.447, -34.597854,-58.387206,0.0,12:03:18
1020.2, 9.95,825.818, No data,No data,0.0,00:00:00
1020.3, 24.03,826.116, -34.597854,-58.387206,0.0,12:03:19
1019.1, 37.69,826.518, No data,No data,0.0,00:00:00
1018.3, -2.79,826.786, No data,No data,0.0,00:00:00
1016.9, 10.31,826.438, No data,No data,0.0,00:00:00
1016.7, 42.93,826.060, No data,No data,0.0,00:00:00
1016.9, 18.47,826.385, -34.597858,-58.387206,0.0,12:03:27
1017.6, -4.11,827.035, No data,No data,0.0,00:00:00
1016.3, 5.00,827.370, -34.597861,-58.387206,0.0,12:03:28
1015.4, 14.09,827.708, No data,No data,0.0,00:00:00
1014.7, 1.78,828.120, -34.597861,-58.387206,0.0,12:03:29
1013.5, 9.92,828.466, No data,No data,0.0,00:00:00
1012.5, 4.81,829.070, No data,No data,0.0,00:00:00
1009.9, 9.90,829.657, -34.597865,-58.387202,0.0,12:03:31
1008.5, 10.46,830.305, No data,No data,0.0,00:00:00
1006.8, 12.89,830.878, No data,No data,0.0,00:00:00
1005.2, -0.82,831.271, No data,No data,0.0,00:00:00
1003.8, 5.94,831.539, No data,No data,0.0,00:00:00
1004.1, 4.44,831.988, No data,No data,0.0,00:00:00
1003.1, -0.06,832.529, No data,No data,0.0,00:00:00
1001.4, -26.04,833.188, No data,No data,0.0,00:00:00
1001.4, -23.42,833.972, No data,No data,0.0,00:00:00
1000.6, -35.73,834.811, No data,No data,0.0,00:00:00
1002.3, -28.31,835.625, No data,No data,0.0,00:00:00
1003.5, -3.24,836.351, No data,No data,0.0,00:00:00
1004.1, 13.81,837.149, No data,No data,0.0,00:00:00
1005.5, -26.16,837.949, No data,No data,0.0,00:00:00
1006.9, -42.74,838.783, No data,No data,0.0,00:00:00
1007.7, -12.68,839.622, No data,No data,0.0,00:00:00
1009.3, 7.45,840.264, No data,No data,0.0,00:00:00
1008.0, -35.08,841.066, No data,No data,0.0,00:00:00
1008.0, -19.46,841.756, No data,No data,0.0,00:00:00
1008.0, -26.98,842.456, No data,No data,0.0,00:00:00
1005.9, -41.01,843.107, No data,No data,0.0,00:00:00
1005.2, 10.25,843.433, No data,No data,0.0,00:00:00
Trocha(mm),Peralte(mm),Distancia(m),Latitud,Longitud,Velocidad(km/h),HoraGPS
1008.9, 50.57,0.342, No data,No data,0.0,00:00:00
1008.2, 2.18,0.651, -34.597846,-58.387129,0.0,12:04:48
1009.0, -10.07,1.169, No data,No data,0.0,00:00:00
1009.6, -37.96,1.872, -34.597846,-58.387129,0.0,12:04:49
1008.4, -4.79,2.663, No data,No data,0.0,00:00:00
1006.9, -82.02,3.515, -34.597838,-58.387133,0.0,12:04:50
1007.1, -23.01,4.352, No data,No data,0.0,00:00:00
1004.7, -31.01,5.415, -34.597842,-58.387137,0.0,12:04:51
1002.8, -75.14,6.539, No data,No data,0.0,00:00:00
1000.4, -50.11,7.660, -34.597842,-58.387137,0.0,12:04:52
1000.0, -96.59,8.905, No data,No data,0.0,00:00:00
1000.2, -58.69,10.119, -34.597842,-58.387145,0.0,12:04:53
1002.6, -46.86,11.511, No data,No data,0.0,00:00:00
1006.1, -32.56,12.860, -34.597842,-58.387148,0.0,12:04:54
1009.3, -67.90,14.213, No data,No data,0.0,00:00:00
1013.6, -70.65,15.623, -34.597842,-58.387152,0.0,12:04:55
1018.9, -51.82,17.044, No data,No data,0.0,00:00:00
1019.0, -85.28,17.805, -34.597842,-58.387160,0.0,12:04:56
1014.9, -21.89,19.106, No data,No data,0.0,00:00:00
1012.6, -30.52,20.274, -34.597838,-58.387164,0.0,12:04:57
1010.5, -9.14,21.589, No data,No data,0.0,00:00:00
1009.1, -9.88,23.017, -34.597838,-58.387168,0.0,12:04:58
1007.3, -18.50,24.633, No data,No data,0.0,00:00:00
1006.6, -19.80,26.378, No data,No data,0.0,00:00:00
1006.8, -32.02,28.339, No data,No data,0.0,00:00:00
1006.8, -31.08,30.303, No data,No data,0.0,00:00:00
1005.7, -41.75,32.409, No data,No data,0.0,00:00:00
1004.3, -50.31,34.404, No data,No data,0.0,00:00:00
1001.9, -49.07,36.529, No data,No data,0.0,00:00:00
1000.1, -104.45,38.626, No data,No data,0.0,00:00:00
999.7, -86.67,40.572, No data,No data,0.0,00:00:00
998.9, -31.75,42.637, No data,No data,0.0,00:00:00
1004.5, -72.45,44.302, No data,No data,0.0,00:00:00
1009.4, -79.21,45.589, No data,No data,0.0,00:00:00
1012.6, -14.46,46.519, No data,No data,0.0,00:00:00
1025.8, -21.58,47.419, No data,No data,0.0,00:00:00
1025.8, -53.71,48.444, No data,No data,0.0,00:00:00
1025.3, -94.22,49.378, No data,No data,0.0,00:00:00
1023.3, -51.67,50.545, No data,No data,0.0,00:00:00
1023.5, -66.76,51.488, No data,No data,0.0,00:00:00
1024.4, -98.53,52.381, No data,No data,0.0,00:00:00
1022.9, -85.41,53.178, No data,No data,0.0,00:00:00
1020.5, -128.42,54.125, No data,No data,0.0,00:00:00
1018.7, -111.86,55.218, No data,No data,0.0,00:00:00
1016.6, -89.82,56.581, No data,No data,0.0,00:00:00
1015.8, -85.21,58.117, No data,No data,0.0,00:00:00
1013.9, -89.40,59.613, No data,No data,0.0,00:00:00
1015.3, -24.36,60.846, No data,No data,0.0,00:00:00
1017.0, -98.02,62.330, No data,No data,0.0,00:00:00
1016.7, -114.87,64.022, No data,No data,0.0,00:00:00
1018.8, -141.32,65.842, No data,No data,0.0,00:00:00
1022.3, -121.21,67.763, No data,No data,0.0,00:00:00
1026.1, -69.80,69.699, No data,No data,0.0,00:00:00
1027.1, -96.10,71.265, No data,No data,0.0,00:00:00
1027.6, -68.18,72.574, No data,No data,0.0,00:00:00
1025.3, -108.55,73.736, No data,No data,0.0,00:00:00
1025.6, -97.49,74.663, No data,No data,0.0,00:00:00
1022.3, -37.51,75.117, No data,No data,0.0,00:00:00
1021.7, -8.72,75.494, -34.597793,-58.387271,0.3,12:05:17
1022.0, 11.48,75.818, No data,No data,0.0,00:00:00
1021.7, -2.05,76.284, -34.597793,-58.387274,0.0,12:05:18
1023.1, 0.04,77.190, No data,No data,0.0,00:00:00
1022.7, -44.97,78.456, -34.597789,-58.387278,0.0,12:05:19
1020.4, -91.49,80.084, No data,No data,0.0,00:00:00
1021.6, -25.10,81.533, -34.597789,-58.387282,0.0,12:05:20
1022.3, -75.83,82.890, No data,No data,0.0,00:00:00
1022.8, -33.34,83.920, -34.597785,-58.387290,0.0,12:05:21
1023.8, -10.08,84.864, No data,No data,0.0,00:00:00
1020.4, -60.47,85.686, -34.597781,-58.387293,0.0,12:05:22
1020.4, -25.26,86.490, No data,No data,0.0,00:00:00
1020.3, -39.53,87.267, -34.597781,-58.387293,0.0,12:05:23
1019.6, -100.54,87.987, No data,No data,0.0,00:00:00
1019.0, -11.92,88.348, -34.597781,-58.387297,0.0,12:05:24
1019.1, 21.73,88.718, No data,No data,0.0,00:00:00
1019.1, -13.63,89.207, No data,No data,0.0,00:00:00
1018.2, -78.76,89.945, -34.597774,-58.387297,0.6,12:05:35
1018.9, -68.17,91.047, No data,No data,0.0,00:00:00
1018.2, -125.48,92.081, -34.597774,-58.387301,0.0,12:05:36
1017.9, -97.15,93.137, No data,No data,0.0,00:00:00
1016.3, -88.28,93.986, -34.597770,-58.387305,0.0,12:05:37
1015.2, -41.21,94.858, No data,No data,0.0,00:00:00
1014.2, -9.00,95.734, -34.597770,-58.387305,0.0,12:05:38
1011.9, -64.87,96.797, No data,No data,0.0,00:00:00
1009.1, -56.40,97.852, -34.597770,-58.387309,0.0,12:05:39
1006.8, -15.67,99.108, No data,No data,0.0,00:00:00
1006.6, -66.59,100.347, -34.597770,-58.387312,0.0,12:05:40
1007.7, -52.56,101.588, No data,No data,0.0,00:00:00
1008.9, -90.28,102.747, -34.597766,-58.387320,0.0,12:05:41
1010.4, 4.06,103.739, No data,No data,0.0,00:00:00
1009.6, -4.99,104.456, -34.597762,-58.387320,0.0,12:05:42
1006.5, -116.37,104.872, No data,No data,0.0,00:00:00
1006.1, 18.71,105.185, No data,No data,0.0,00:00:00
1005.9, -43.07,105.777, No data,No data,0.0,00:00:00
1007.9, -16.26,106.656, No data,No data,0.0,00:00:00
1005.8, -71.79,107.956, No data,No data,0.0,00:00:00
1002.0, -4.17,108.784, No data,No data,0.0,00:00:00
1002.2, -24.19,110.685, No data,No data,0.0,00:00:00
1006.4, -30.51,112.474, No data,No data,0.0,00:00:00
1011.7, -52.39,114.417, No data,No data,0.0,00:00:00
1016.4, 8.03,116.582, No data,No data,0.0,00:00:00
1017.9, -45.13,118.630, -34.597755,-58.387343,1.5,12:05:48
1016.5, 17.52,120.791, No data,No data,0.0,00:00:00
1016.0, -14.71,122.875, -34.597751,-58.387351,0.0,12:05:49
1016.7, -14.35,125.276, No data,No data,0.0,00:00:00
1014.5, -47.24,127.700, -34.597751,-58.387358,0.0,12:05:50
1013.8, -42.86,130.358, No data,No data,0.0,00:00:00
1015.5, -37.63,133.010, -34.597747,-58.387370,0.0,12:05:51
1015.7, -46.73,135.168, No data,No data,0.0,00:00:00
1009.2, -69.02,137.040, -34.597743,-58.387377,0.0,12:05:52
1007.6, -124.96,138.797, No data,No data,0.0,00:00:00
1008.2, -80.43,140.428, -34.597739,-58.387385,0.0,12:05:53
1005.2, -93.90,142.104, No data,No data,0.0,00:00:00
1006.1, -66.93,143.669, -34.597735,-58.387393,0.0,12:05:54
1005.8, -116.29,145.371, No data,No data,0.0,00:00:00
1002.3, -127.88,147.067, -34.597732,-58.387400,0.0,12:05:55
1004.5, -129.84,148.767, No data,No data,0.0,00:00:00
1004.2, -44.31,150.434, -34.597728,-58.387408,0.0,12:05:56
1002.0, -125.03,152.383, No data,No data,0.0,00:00:00
1002.8, -96.67,154.055, No data,No data,0.0,00:00:00
1005.4, -93.73,155.650, No data,No data,0.0,00:00:00
1005.0, -132.72,156.943, No data,No data,0.0,00:00:00
1007.1, -91.63,158.320, No data,No data,0.0,00:00:00
1008.3, -123.35,159.633, No data,No data,0.0,00:00:00
1012.3, -66.97,161.021, No data,No data,0.0,00:00:00
1010.3, -8.20,162.424, No data,No data,0.0,00:00:00
1009.2, -93.32,163.641, No data,No data,0.0,00:00:00
1004.9, -29.14,164.712, No data,No data,0.0,00:00:00
1002.2, -156.12,165.885, No data,No data,0.0,00:00:00
999.2, -114.43,166.973, No data,No data,0.0,00:00:00
997.1, -94.27,168.011, No data,No data,0.0,00:00:00
997.3, -74.91,169.023, No data,No data,0.0,00:00:00
994.4, -101.26,170.006, No data,No data,0.0,00:00:00
995.0, -72.51,170.909, No data,No data,0.0,00:00:00
993.1, -46.40,172.031, No data,No data,0.0,00:00:00
993.2, -42.88,173.043, No data,No data,0.0,00:00:00
991.4, 5.00,174.127, No data,No data,0.0,00:00:00
993.3, 4.44,174.625, No data,No data,0.0,00:00:00
994.1, -26.76,175.761, No data,No data,0.0,00:00:00
994.6, -19.15,176.430, No data,No data,0.0,00:00:00
994.5, -5.40,176.906, No data,No data,0.0,00:00:00
994.1, -16.36,177.174, No data,No data,0.0,00:00:00
994.9, -17.86,177.470, No data,No data,0.0,00:00:00
994.0, -16.17,177.910, No data,No data,0.0,00:00:00
995.0, -9.50,178.987, No data,No data,0.0,00:00:00
995.1, 6.12,180.297, No data,No data,0.0,00:00:00
997.2, -4.31,181.658, No data,No data,0.0,00:00:00
998.6, -13.28,183.113, No data,No data,0.0,00:00:00
1000.4, -10.32,184.620, No data,No data,0.0,00:00:00
1003.0, -6.80,185.999, No data,No data,0.0,00:00:00
1004.6, -1.00,187.287, No data,No data,0.0,00:00:00
1006.2, 5.38,188.420, No data,No data,0.0,00:00:00
1007.2, -38.99,189.461, No data,No data,0.0,00:00:00
1003.6, -19.17,190.675, No data,No data,0.0,00:00:00
1002.7, -44.99,191.720, No data,No data,0.0,00:00:00
1000.6, -135.14,192.849, No data,No data,0.0,00:00:00
999.8, 6.12,193.823, No data,No data,0.0,00:00:00
997.9, -42.71,194.925, No data,No data,0.0,00:00:00
995.6, -131.70,196.117, No data,No data,0.0,00:00:00
996.2, -15.84,197.258, No data,No data,0.0,00:00:00
995.6, -26.80,198.450, No data,No data,0.0,00:00:00
995.6, -55.26,199.643, -34.597690,-58.387522,1.3,12:06:19
993.1, -29.70,200.838, No data,No data,0.0,00:00:00
992.6, -29.68,202.116, -34.597686,-58.387526,0.0,12:06:20
992.3, -25.04,203.512, No data,No data,0.0,00:00:00
992.1, -41.34,204.984, -34.597682,-58.387534,0.0,12:06:21
990.8, -51.28,206.511, No data,No data,0.0,00:00:00
991.7, 5.00,208.027, -34.597678,-58.387541,0.0,12:06:22
991.9, -16.13,209.452, No data,No data,0.0,00:00:00
992.8, -41.74,210.862, -34.597678,-58.387545,0.0,12:06:23
994.3, -16.36,212.290, No data,No data,0.0,00:00:00
996.9, -70.79,213.632, -34.597674,-58.387553,0.0,12:06:24
1001.0, -91.45,215.098, No data,No data,0.0,00:00:00
1007.9, -58.21,216.428, -34.597671,-58.387557,0.0,12:06:25
1014.0, -64.24,217.334, No data,No data,0.0,00:00:00
1016.4, 14.10,217.972, -34.597671,-58.387560,0.0,12:06:26
1020.1, 12.99,218.321, No data,No data,0.0,00:00:00
1019.1, 29.33,218.598, -34.597671,-58.387564,0.0,12:06:27
1018.8, 27.80,219.024, No data,No data,0.0,00:00:00
1018.5, 13.55,219.618, -34.597671,-58.387568,0.0,12:06:28
1016.2, 2.54,220.684, No data,No data,0.0,00:00:00
1013.4, -21.47,222.098, -34.597667,-58.387572,0.0,12:06:29
1011.7, -20.30,223.812, No data,No data,0.0,00:00:00
1009.9, -62.48,225.477, -34.597667,-58.387576,0.0,12:06:30
1008.4, -33.40,227.064, No data,No data,0.0,00:00:00
1009.3, -105.95,228.469, -34.597663,-58.387583,0.0,12:06:31
1007.5, -81.51,229.883, No data,No data,0.0,00:00:00
1005.3, 78.01,231.207, -34.597663,-58.387591,0.0,12:06:32
1004.2, -60.81,232.613, No data,No data,0.0,00:00:00
1003.6, -38.10,233.944, -34.597659,-58.387595,0.0,12:06:33
1001.4, -73.54,235.393, No data,No data,0.0,00:00:00
1001.5, -112.07,236.761, -34.597655,-58.387602,0.0,12:06:34
1001.4, -147.96,237.979, No data,No data,0.0,00:00:00
1002.3, 44.68,239.042, No data,No data,0.0,00:00:00
1003.8, -70.34,240.031, No data,No data,0.0,00:00:00
1002.6, -138.59,240.820, No data,No data,0.0,00:00:00
1006.0, -34.63,241.637, No data,No data,0.0,00:00:00
1007.2, 18.72,242.501, No data,No data,0.0,00:00:00
1006.9, -40.86,243.497, No data,No data,0.0,00:00:00
1008.0, -26.61,244.394, No data,No data,0.0,00:00:00
1012.4, -60.18,245.287, No data,No data,0.0,00:00:00
1014.9, -34.20,246.164, No data,No data,0.0,00:00:00
1016.8, 1.78,246.960, No data,No data,0.0,00:00:00
1018.2, 13.74,247.633, No data,No data,0.0,00:00:00
1021.0, -32.51,248.439, No data,No data,0.0,00:00:00
1019.9, -8.13,249.071, No data,No data,0.0,00:00:00
1018.0, -18.55,249.825, No data,No data,0.0,00:00:00
1015.1, -37.42,250.734, No data,No data,0.0,00:00:00
1013.8, -10.89,251.712, No data,No data,0.0,00:00:00
1011.5, -21.80,252.741, No data,No data,0.0,00:00:00
1011.2, -17.27,253.904, No data,No data,0.0,00:00:00
1010.2, -58.91,255.169, No data,No data,0.0,00:00:00
1010.3, -14.42,256.409, No data,No data,0.0,00:00:00
1009.0, 8.01,257.573, No data,No data,0.0,00:00:00
1008.3, -7.23,258.700, No data,No data,0.0,00:00:00
1006.6, -63.77,259.727, No data,No data,0.0,00:00:00
1006.8, -83.14,260.927, No data,No data,0.0,00:00:00
1005.8, -34.99,262.187, No data,No data,0.0,00:00:00
1007.5, -45.78,263.550, No data,No data,0.0,00:00:00
1012.1, -84.52,264.770, No data,No data,0.0,00:00:00
1014.2, -105.70,266.053, No data,No data,0.0,00:00:00
1016.6, -91.15,267.381, No data,No data,0.0,00:00:00
1021.5, -32.91,268.694, No data,No data,0.0,00:00:00
1022.7, -34.29,270.033, No data,No data,0.0,00:00:00
1025.7, -62.31,271.273, No data,No data,0.0,00:00:00
1025.5, -41.84,272.471, No data,No data,0.0,00:00:00
1025.0, -12.77,273.693, No data,No data,0.0,00:00:00
1022.6, -42.29,274.823, No data,No data,0.0,00:00:00
1019.5, -22.19,275.569, No data,No data,0.0,00:00:00
1011.7, -10.48,276.181, -34.597621,-58.387690,0.0,12:06:55
1012.0, -15.02,276.919, No data,No data,0.0,00:00:00
1012.0, -28.61,277.557, -34.597621,-58.387694,0.0,12:06:56
1013.5, -6.54,278.104, No data,No data,0.0,00:00:00
1013.0, -10.69,278.412, -34.597621,-58.387698,0.0,12:06:57
1013.4, -4.64,278.682, No data,No data,0.0,00:00:00
1012.9, -3.32,278.959, -34.597621,-58.387698,0.0,12:06:58
1013.5, -10.88,279.487, No data,No data,0.0,00:00:00
1010.8, -0.09,279.921, No data,No data,0.0,00:00:00
1007.6, -17.19,281.174, No data,No data,0.0,00:00:00
1006.0, -51.34,281.808, No data,No data,0.0,00:00:00
1008.2, -78.55,282.930, No data,No data,0.0,00:00:00
1009.8, -33.82,284.211, No data,No data,0.0,00:00:00
1008.7, -47.53,285.420, No data,No data,0.0,00:00:00
1006.3, -71.83,286.413, -34.597613,-58.387713,0.0,12:07:03
1010.5, -65.72,287.513, No data,No data,0.0,00:00:00
1005.1, -30.46,287.831, No data,No data,0.0,00:00:00
